Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"601799","CHANGZHOU XINGYU AUTOMOTIVE LIGHTI","Consumer Discretionary","Equity","851,791.55","0.01","851,791.55","45,600.00","18.68","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600219","SHANDONG NANSHAN ALUMINIUM LTD A","Materials","Equity","845,206.12","0.01","845,206.12","1,481,800.00","0.57","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688777","SUPCON TECHNOLOGY LTD A","Information Technology","Equity","832,131.75","0.01","832,131.75","127,843.00","6.51","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600025","HUANENG LANCANG RIVER HYDROPOWER I","Utilities","Equity","829,521.17","0.01","829,521.17","681,500.00","1.22","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000783","CHANGJIANG SECURITIES LTD A","Financials","Equity","829,807.19","0.01","829,807.19","945,735.00","0.88","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600027","HUADIAN POWER INTERNATIONAL CORP L","Utilities","Equity","829,811.55","0.01","829,811.55","1,201,800.00","0.69","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300661","SG MICRO CORP A","Information Technology","Equity","830,788.56","0.01","830,788.56","66,321.00","12.53","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300832","SHENZHEN NEW INDUSTRIES BIOMEDICAL","Health Care","Equity","823,454.01","0.01","823,454.01","98,700.00","8.34","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002074","GOTION HIGH-TECH LTD A","Industrials","Equity","822,643.46","0.01","822,643.46","287,623.00","2.86","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601198","DONGXING SECURITIES CORP LTD A","Financials","Equity","818,812.99","0.01","818,812.99","549,497.00","1.49","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688188","SHANGHAI FRIENDESS ELECTRONICS TEC","Information Technology","Equity","815,772.12","0.01","815,772.12","31,067.00","26.26","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603195","GONEO GROUP LTD A","Industrials","Equity","811,661.66","0.01","811,661.66","84,985.00","9.55","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002673","WESTERN SECURITIES CO LTD A","Financials","Equity","795,886.30","0.01","795,886.30","751,610.00","1.06","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002128","INNER MONGOLIA DIAN TOU ENERGY COR","Energy","Equity","793,263.79","0.01","793,263.79","288,500.00","2.75","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002601","LB GROUP LTD A","Materials","Equity","790,713.54","0.01","790,713.54","329,800.00","2.40","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600875","DONGFANG ELECTRIC CORP LTD A","Industrials","Equity","787,782.71","0.01","787,782.71","393,800.00","2.00","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300207","SUNWODA ELECTRONIC LTD A","Industrials","Equity","782,944.88","0.01","782,944.88","269,500.00","2.91","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603198","ANHUI YINGJIA DISTILLERY CO LID LT","Consumer Staples","Equity","783,951.67","0.01","783,951.67","101,700.00","7.71","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600515","HAINAN AIRPORT INFRASTRUCTURE LTD","Real Estate","Equity","781,621.11","0.01","781,621.11","1,503,400.00","0.52","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300418","KUNLUN TECH LTD A","Communication","Equity","778,623.96","0.01","778,623.96","156,500.00","4.98","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601877","ZHEJIANG CHINT ELECTRICS LTD A","Industrials","Equity","775,070.50","0.00","775,070.50","264,923.00","2.93","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002156","TONGFU MICROELECTRONICS LTD A","Information Technology","Equity","772,837.36","0.00","772,837.36","197,200.00","3.92","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603806","HANGZHOU FIRST APPLIED MATERIAL LT","Information Technology","Equity","771,724.20","0.00","771,724.20","395,208.00","1.95","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000066","CHINA GREATWALL TECHNOLOGY GROUP L","Information Technology","Equity","765,489.95","0.00","765,489.95","411,573.00","1.86","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603606","NINGBO ORIENT WIRES & CABLES LTD A","Industrials","Equity","762,877.61","0.00","762,877.61","103,300.00","7.39","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300782","MAXSCEND MICROELECTRONICS LTD A","Information Technology","Equity","762,991.64","0.00","762,991.64","66,644.00","11.45","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601555","SOOCHOW SECURITIES CO LTD A","Financials","Equity","760,075.87","0.00","760,075.87","740,700.00","1.03","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601216","INNER MONGOLIA JUNZHENG ENERGY & C","Materials","Equity","759,006.18","0.00","759,006.18","1,047,500.00","0.72","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600039","SICHUAN ROAD & BRIDGE LTD A","Industrials","Equity","754,977.14","0.00","754,977.14","784,780.00","0.96","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688072","PIOTECH INC A","Information Technology","Equity","755,434.90","0.00","755,434.90","35,728.00","21.14","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600745","WINGTECH TECHNOLOGY LTD A","Information Technology","Equity","750,231.30","0.00","750,231.30","165,600.00","4.53","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601168","WESTERN MINING LTD A","Materials","Equity","747,231.01","0.00","747,231.01","309,900.00","2.41","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600256","GUANGHUI ENERGY LTD A","Energy","Equity","746,812.22","0.00","746,812.22","892,800.00","0.84","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688303","XINJIANG DAQO NEW ENERGY LTD A","Information Technology","Equity","744,124.45","0.00","744,124.45","234,142.00","3.18","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600642","SHENERGY LTD A","Utilities","Equity","744,964.73","0.00","744,964.73","622,500.00","1.20","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688122","WESTERN SUPERCONDUCTING TECHNOLOGI","Materials","Equity","736,461.58","0.00","736,461.58","124,212.00","5.93","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002180","NINESTAR CORP A","Information Technology","Equity","737,061.26","0.00","737,061.26","209,438.00","3.52","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"003816","CGN POWER LTD A","Utilities","Equity","732,022.16","0.00","732,022.16","1,481,900.00","0.49","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300316","ZHEJIANG JINGSHENG MECHANICAL & EL","Information Technology","Equity","728,095.86","0.00","728,095.86","167,684.00","4.34","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000630","TONGLING NONFERROUS METALS GROUP L","Materials","Equity","725,317.74","0.00","725,317.74","1,596,200.00","0.45","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002459","JA SOLAR TECHNOLOGY LTD A","Information Technology","Equity","726,605.22","0.00","726,605.22","398,860.00","1.82","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"688009","CHINA RAILWAY SIGNAL & COMMUNICATI","Information Technology","Equity","724,301.05","0.00","724,301.05","918,321.00","0.79","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600733","BAIC BLUEPARK NEW ENERGY TECHNOLOG","Consumer Discretionary","Equity","715,697.23","0.00","715,697.23","658,900.00","1.09","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600096","YUNNAN YUNTIANHUA LTD A","Materials","Equity","711,393.37","0.00","711,393.37","237,400.00","3.00","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000423","DONG-E-E-JIAO LTD A","Health Care","Equity","710,413.06","0.00","710,413.06","82,900.00","8.57","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"688047","LOONGSON TECHNOLOGY CORP LTD A","Information Technology","Equity","710,577.60","0.00","710,577.60","41,453.00","17.14","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601567","NINGBO SANXING MEDICAL ELECTRIC LT","Industrials","Equity","711,024.93","0.00","711,024.93","179,800.00","3.95","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688187","ZHUZHOU CRRC TIMES ELECTRIC LTD A","Industrials","Equity","708,989.90","0.00","708,989.90","116,417.00","6.09","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600426","SHANDONG HUALU-HENGSHENG CHEMICAL","Materials","Equity","705,358.90","0.00","705,358.90","247,680.00","2.85","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600895","SHANGHAI ZHANGJIANG HI-TECH PARK D","Real Estate","Equity","703,526.06","0.00","703,526.06","202,500.00","3.47","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688120","HWATSING TECHNOLOGY LTD A","Information Technology","Equity","703,252.33","0.00","703,252.33","32,058.00","21.94","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601699","SHANXI LUAN ENVIRONMENTAL ENERGY D","Energy","Equity","696,776.47","0.00","696,776.47","371,900.00","1.87","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","694,866.59","0.00","694,866.59","14,373,315.00","4.83","Mexico","-","USD","20.69","MXN","-"
"300759","PHARMARON BEIJING LTD A","Health Care","Equity","694,524.79","0.00","694,524.79","203,100.00","3.42","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600362","JIANGXI COPPER LTD A","Materials","Equity","692,797.78","0.00","692,797.78","237,800.00","2.91","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600079","HUMANWELL HEALTHCARE (GROUP) LTD A","Health Care","Equity","689,881.96","0.00","689,881.96","223,900.00","3.08","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002532","TIANSHAN ALUMINUM GROUP LTD A","Materials","Equity","688,242.57","0.00","688,242.57","578,400.00","1.19","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600487","HENGTONG OPTIC ELECTRIC LTD A","Information Technology","Equity","687,516.61","0.00","687,516.61","311,200.00","2.21","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002078","SHANDONG SUNPAPER LTD A","Materials","Equity","680,411.83","0.00","680,411.83","355,400.00","1.91","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002456","O FILM TECH LTD A","Information Technology","Equity","676,151.36","0.00","676,151.36","418,500.00","1.62","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600460","HANGZHOU SILAN MICROELECTRONICS LT","Information Technology","Equity","669,647.26","0.00","669,647.26","192,900.00","3.47","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600536","CHINA NATIONAL SOFTWARE & SERVICE","Information Technology","Equity","665,979.83","0.00","665,979.83","107,500.00","6.20","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000708","CITIC PACIFIC SPECIAL STEEL GROUP","Materials","Equity","663,143.16","0.00","663,143.16","424,800.00","1.56","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"300765","CSPC INNOVATION PHARMACEUTICAL LTD","Health Care","Equity","659,713.11","0.00","659,713.11","182,920.00","3.61","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600161","BEIJING TIANTAN BIOLOGICAL PRODUCT","Health Care","Equity","658,556.88","0.00","658,556.88","248,640.00","2.65","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600332","GUANGZHOU BAIYUNSHAN PHARMACEUTICA","Health Care","Equity","658,984.46","0.00","658,984.46","178,596.00","3.69","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603160","SHENZHEN GOODIX TECHNOLOGY LTD A","Information Technology","Equity","659,320.17","0.00","659,320.17","62,200.00","10.60","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603833","OPPEIN HOME GROUP INC A","Consumer Discretionary","Equity","656,085.04","0.00","656,085.04","77,900.00","8.42","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002223","JIANGSU YUYUE MEDICAL EQUIPMENT &","Health Care","Equity","653,002.74","0.00","653,002.74","134,800.00","4.84","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600177","YOUNGOR FASHION LTD A","Real Estate","Equity","647,480.32","0.00","647,480.32","582,200.00","1.11","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"601179","CHINA XD ELECTRIC LTD A","Industrials","Equity","646,614.63","0.00","646,614.63","651,800.00","0.99","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600398","HLA GROUP CORP A","Consumer Discretionary","Equity","645,282.26","0.00","645,282.26","608,600.00","1.06","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600132","CHONGQING BREWERY LTD A","Consumer Staples","Equity","641,068.60","0.00","641,068.60","82,900.00","7.73","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000661","CHANGCHUN HIGH & NEW TECHNOLOGY IN","Health Care","Equity","641,345.78","0.00","641,345.78","50,294.00","12.75","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000629","PANGANG GROUP VANADIUM TITANIUM&RE","Materials","Equity","637,912.94","0.00","637,912.94","1,681,589.00","0.38","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002414","WUHAN GUIDE INFRARED LTD A","Information Technology","Equity","639,012.26","0.00","639,012.26","658,632.00","0.97","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002555","37 INTERACTIVE ENTERTAINMENT NETWO","Communication","Equity","639,112.02","0.00","639,112.02","316,888.00","2.02","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601233","TONGKUN GROUP LTD A","Materials","Equity","639,217.83","0.00","639,217.83","386,500.00","1.65","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600985","HUAIBEI MINING HOLDINGS LTD A","Materials","Equity","639,329.72","0.00","639,329.72","340,000.00","1.88","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"600588","YONYOU NETWORK TECHNOLOGY LTD A","Information Technology","Equity","637,778.41","0.00","637,778.41","467,851.00","1.36","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002129","TCL ZHONGHUAN RENEWABLE ENERGY TEC","Information Technology","Equity","635,322.69","0.00","635,322.69","523,716.00","1.21","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601136","CAPITAL SECURITIES CORP LTD A","Financials","Equity","627,370.60","0.00","627,370.60","232,200.00","2.70","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"688599","TRINA SOLAR LTD A","Information Technology","Equity","628,182.21","0.00","628,182.21","254,197.00","2.47","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002085","ZHEJIANG WANFENG AUTO WHEEL LTD A","Consumer Discretionary","Equity","621,268.23","0.00","621,268.23","264,700.00","2.35","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002185","TIANSHUI HUATIAN TECHNOLOGY LTD A","Information Technology","Equity","621,273.01","0.00","621,273.01","404,700.00","1.54","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601162","TIANFENG SECURITIES LTD A","Financials","Equity","621,798.78","0.00","621,798.78","1,074,700.00","0.58","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"2007","COUNTRY GARDEN HOLDINGS LTD","Real Estate","Equity","620,527.43","0.00","620,527.43","19,320,618.00","0.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"603659","SHANGHAI PUTAILAI NEW ENERGY TECHN","Materials","Equity","618,163.81","0.00","618,163.81","296,666.00","2.08","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300223","INGENIC SEMICONDUCTOR LTD A","Information Technology","Equity","613,518.01","0.00","613,518.01","68,600.00","8.94","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002032","ZHEJIANG SUPOR LTD A","Consumer Discretionary","Equity","609,973.91","0.00","609,973.91","83,882.00","7.27","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002821","ASYMCHEM LABORATORIES (TIANJIN) LT","Health Care","Equity","610,335.66","0.00","610,335.66","60,680.00","10.06","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600038","AVICOPTER PLC A","Industrials","Equity","606,205.68","0.00","606,205.68","119,453.00","5.07","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"000932","HUNAN VALIN STEEL LTD A","Materials","Equity","601,010.74","0.00","601,010.74","1,092,900.00","0.55","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"600157","WINTIME ENERGY GROUP LTD A","Utilities","Equity","600,109.30","0.00","600,109.30","2,765,900.00","0.22","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603568","ZHEJIANG WEIMING ENVIRONMENT PROTE","Industrials","Equity","596,217.40","0.00","596,217.40","216,300.00","2.76","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002709","GUANGZHOU TINCI MATERIALS TECHNOLO","Materials","Equity","596,790.52","0.00","596,790.52","234,000.00","2.55","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"000728","GUOYUAN SECURITIES LTD A","Financials","Equity","592,550.25","0.00","592,550.25","546,900.00","1.08","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603899","SHANGHAI M&G STATIONERY INC A","Industrials","Equity","581,634.13","0.00","581,634.13","150,137.00","3.87","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"300919","CNGR ADVANCED MATERIAL LTD A","Industrials","Equity","569,578.21","0.00","569,578.21","119,600.00","4.76","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"601991","DATANG INTERNATIONAL POWER GENERAT","Utilities","Equity","563,570.81","0.00","563,570.81","1,564,400.00","0.36","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603939","YIFENG PHARMACY CHAIN LTD A","Consumer Staples","Equity","550,747.46","0.00","550,747.46","172,628.00","3.19","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"002340","GEM LTD A","Industrials","Equity","548,634.06","0.00","548,634.06","619,500.00","0.89","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"002812","YUNNAN ENERGY NEW MATERIALS LTD A","Materials","Equity","547,233.60","0.00","547,233.60","128,700.00","4.25","China","Shenzhen Stock Exchange","USD","7.33","CNY","-"
"603345","ANJOY FOODS GROUP LTD A","Consumer Staples","Equity","543,566.72","0.00","543,566.72","51,800.00","10.49","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"603486","ECOVACS ROBOTICS LTD A","Consumer Discretionary","Equity","540,871.51","0.00","540,871.51","87,653.00","6.17","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
